year,country,avg_yly_tmp_f,avg_yly_tmp_c,avg_yly_tmp_uncertainty
1792,Netherlands (Europe),48.39485,9.10825,3.0845
1792,Norway,32.3219,0.178833333,3.108333333
1792,Poland,45.2834,7.379666667,3.0555
1792,Portugal,58.6121,14.7845,2.712166667
1792,Reunion,74.4508,23.58377778,2.854111111
1792,Romania,47.64905,8.693916667,2.971
1792,Saint Pierre And Miquelon,38.8745,3.819166667,2.74325
1792,San Marino,56.969,13.87166667,3.079333333
1792,Serbia,49.92395,9.95775,2.931166667
1792,Seychelles,80.0008,26.66711111,1.745666667
1792,Slovakia,45.4712,7.484,3.00825
1792,Slovenia,49.45415,9.69675,3.116916667
1792,Spain,56.7068,13.726,2.71275
1792,Svalbard And Jan Mayen,18.4769,-7.512833333,4.935083333
1792,Sweden,36.41405,2.45225,3.049166667
1792,Switzerland,44.8925,7.1625,2.936416667
1792,Tunisia,67.8587,19.9215,2.348666667
1792,Turkey,52.6715,11.48416667,2.78
1792,Ukraine,45.5462,7.525666667,3.006166667
1792,United Kingdom,47.51195,8.61775,3.050166667
1792,United Kingdom (Europe),47.8478,8.804333333,3.108
1792,Western Sahara,62.7989,17.1105,3.2045
1793,Albania,54.12785,12.29325,3.435916667
1793,Algeria,72.92705,22.73725,2.748166667
1793,Andorra,52.3178,11.28766667,3.90575
1793,Austria,43.4915,6.384166667,4.4325
1793,Belarus,42.9035,6.0575,4.102416667
1793,Belgium,49.4384,9.688,4.818083333
1793,Bosnia And Herzegovina,50.5247,10.2915,3.889916667
1793,Bulgaria,50.48705,10.27058333,3.609833333
1793,Croatia,52.3421,11.30116667,4.062916667
1793,Cyprus,65.2256,18.45866667,2.823583333
1793,Czech Republic,46.07945,7.821916667,4.47275
1793,Denmark (Europe),46.4249,8.013833333,4.736
1793,Estonia,41.51345,5.28525,3.971
1793,Europe,46.2806,7.933666667,3.922583333
1793,Faroe Islands,43.95785,6.64325,4.228916667
1793,Finland,34.757,1.531666667,4.192583333
1793,France,55.30115,12.94508333,4.110583333
1793,France (Europe),51.1625,10.64583333,4.365166667
1793,Germany,47.1422,8.412333333,4.593083333
1793,Greece,57.91265,14.39591667,3.1745
1793,Guernsey,52.02305,11.12391667,4.312
1793,Hungary,49.47755,9.70975,4.25325
1793,Iceland,34.31525,1.28625,3.792416667
1793,Ireland,49.1036,9.502,4.129083333
1793,Isle Of Man,48.9818,9.434333333,4.500083333
1793,Italy,54.79475,12.66375,3.796916667
1793,Jersey,52.02305,11.12391667,4.312
1793,Latvia,42.27395,5.70775,4.095833333
1793,Libya,71.29415,21.83008333,2.754583333
1793,Liechtenstein,41.10965,5.060916667,4.54475
1793,Lithuania,43.1756,6.208666667,4.267416667
1793,Luxembourg,48.9833,9.435166667,4.7575
1793,Macedonia,50.1515,10.08416667,3.528333333
1793,Malta,64.22405,17.90225,2.943
1793,Moldova,48.04355,8.913083333,3.954416667
1793,Monaco,48.4112,9.117333333,4.29525
1793,Montenegro,49.9637,9.979833333,3.64875
1793,Morocco,63.6632,17.59066667,2.999583333
1793,Netherlands,49.25705,9.58725,4.836083333
1793,Netherlands (Europe),48.5591,9.1995,4.871916667
1793,Norway,32.2361,0.131166667,4.392166667
1793,Poland,45.81725,7.67625,4.4655
1793,Portugal,58.65875,14.81041667,3.310916667
1793,Romania,47.6228,8.679333333,3.91825
1793,Saint Pierre And Miquelon,39.9191,4.3995,3.443583333
1793,San Marino,56.9438,13.85766667,4.013916667
1793,Serbia,49.6709,9.817166667,3.846916667
1793,Slovakia,45.6683,7.5935,4.36925
1793,Slovenia,49.5041,9.7245,4.22475
1793,Spain,56.6756,13.70866667,3.462166667
1793,Svalbard And Jan Mayen,18.4016,-7.554666667,5.301083333
1793,Sweden,36.5942,2.552333333,4.513333333
1793,Switzerland,45.2018,7.334333333,4.54875
1793,Tunisia,67.14155,19.52308333,2.941416667
1793,Turkey,52.5032,11.39066667,3.297333333
1793,Ukraine,45.89735,7.72075,3.947
1793,United Kingdom,47.4542,8.585666667,4.426416667
1793,United Kingdom (Europe),47.77775,8.765416667,4.54975
1793,Western Sahara,70.7186,21.51033333,2.646
1794,Albania,55.36325,12.97958333,3.348666667
1794,Algeria,73.00715,22.78175,2.47725
1794,Andorra,52.65215,11.47341667,3.57775
1794,Austria,44.95265,7.195916667,4.14475
1794,Belarus,44.2625,6.8125,4.069583333
1794,Belgium,50.24225,10.13458333,4.552416667
1794,Bosnia And Herzegovina,51.99425,11.10791667,3.725916667
1794,Bulgaria,51.80045,11.00025,3.526
1794,Croatia,53.8436,12.13533333,3.868583333
1794,Cyprus,65.9435,18.8575,2.771166667
1794,Czech Republic,47.768,8.76,4.201
1794,Denmark (Europe),47.8346,8.797,4.63775
1794,Estonia,43.22255,6.23475,4.021166667
1794,Europe,47.3285,8.515833333,3.731583333
1794,Faroe Islands,44.9852,7.214,4.22675
1794,Finland,36.07865,2.265916667,4.332083333
1794,France,55.8548,13.25266667,3.884416667
1794,France (Europe),51.73895,10.96608333,4.075083333
1794,Germany,48.4322,9.129,4.398083333
1794,Greece,59.00105,15.00058333,3.111583333
1794,Guernsey,52.51355,11.39641667,3.923833333
1794,Hungary,51.29645,10.72025,3.980333333
1794,Iceland,35.057,1.698333333,3.785666667
1794,Ireland,49.70315,9.835083333,3.793083333
1794,Isle Of Man,49.658,9.81,4.095666667
1794,Italy,55.7132,13.174,3.707583333
1794,Jersey,52.51355,11.39641667,3.923833333
1794,Latvia,43.9148,6.619333333,4.11625
1794,Libya,71.81795,22.12108333,2.730583333
1794,Liechtenstein,41.97545,5.541916667,4.3645
1794,Lithuania,44.67995,7.044416667,4.250583333
1794,Luxembourg,49.8176,9.898666667,4.488083333
1794,Macedonia,51.4403,10.80016667,3.444666667
1794,Malta,64.8956,18.27533333,2.812083333
1794,Moldova,49.3652,9.647333333,3.8905
1794,Monaco,49.18925,9.549583333,4.185
1794,Montenegro,51.33455,10.74141667,3.530916667
1794,Morocco,63.323,17.40166667,2.413166667
1794,Netherlands,50.21525,10.11958333,4.619
1794,Netherlands (Europe),49.52855,9.738083333,4.648416667
1794,Norway,33.3341,0.741166667,4.484666667
1794,Poland,47.198,8.443333333,4.339583333
1794,Portugal,58.2674,14.593,2.58925
1794,Romania,49.09595,9.49775,3.793
1794,Saint Pierre And Miquelon,40.1699,4.538833333,3.514916667
1794,San Marino,58.04735,14.47075,3.91675
1794,Serbia,51.19625,10.66458333,3.6995
1794,Slovakia,47.4266,8.570333333,4.103833333
1794,Slovenia,50.9141,10.50783333,4.029416667
1794,Spain,56.5022,13.61233333,2.844166667
1794,Svalbard And Jan Mayen,18.9965,-7.224166667,5.37825
1794,Sweden,37.985,3.325,4.596583333
1794,Switzerland,46.06085,7.811583333,4.34975
1794,Tunisia,67.5269,19.73716667,2.738416667
1794,Turkey,53.32775,11.84875,3.265666667
1794,Ukraine,47.1137,8.3965,3.900916667
1794,United Kingdom,48.24365,9.02425,4.143583333
1794,United Kingdom (Europe),48.5909,9.217166667,4.2475
1794,Western Sahara,72.70765455,22.61536364,2.313272727
1795,Albania,54.668,12.59333333,3.47925
1795,Algeria,73.53238182,23.07354545,2.701909091
1795,Andorra,52.06085,11.14491667,3.817416667
1795,Austria,42.9635,6.090833333,4.331333333
1795,Belarus,42.2648,5.702666667,4.276666667
1795,Belgium,48.88745,9.381916667,4.492583333
1795,Bosnia And Herzegovina,50.5979,10.33216667,3.895916667
1795,Bulgaria,50.984,10.54666667,3.65025
1795,Croatia,52.19525,11.21958333,4.04225
1795,Cyprus,65.76423636,18.75790909,2.846181818
1795,Czech Republic,45.51395,7.50775,4.383833333
1795,Denmark (Europe),45.26375,7.36875,4.744166667
1795,Estonia,39.7712,4.317333333,4.40375
1795,Europe,45.76175,7.645416667,3.923583333
1795,Faroe Islands,43.39025,6.327916667,4.230333333
1795,Finland,33.21905,0.67725,4.44525
1795,France,54.959,12.755,3.95375
1795,France (Europe),50.6489,10.3605,4.177333333
1795,Georgia,46.778,8.21,2.945
1795,Germany,46.46765,8.037583333,4.472333333
1795,Greece,58.6865,14.82583333,3.219083333
1795,Guernsey,51.55265,10.86258333,4.127
1795,Hungary,49.38635,9.659083333,4.1415
1795,Iceland,34.30895,1.28275,3.801166667
1795,Ireland,48.6113,9.2285,4.094166667
1795,Isle Of Man,48.14345,8.968583333,4.417833333
1795,Italy,54.58205,12.54558333,3.846166667
1795,Jersey,51.55265,10.86258333,4.127
1795,Latvia,40.8092,4.894,4.449083333
1795,Libya,72.03036364,22.23909091,2.743545455
1795,Liechtenstein,40.27025,4.594583333,4.428833333
1795,Lithuania,42.01865,5.565916667,4.475916667
1795,Luxembourg,48.34745,9.081916667,4.41975
1795,Macedonia,50.69705,10.38725,3.557333333
1795,Malta,65.23535,18.46408333,2.92475
1795,Moldova,48.20105,9.000583333,4.019166667
1795,Monaco,47.82455,8.791416667,4.19125
1795,Montenegro,50.3138,10.17433333,3.675833333
1795,Morocco,64.07125455,17.81736364,2.825363636
1795,Netherlands,48.64715,9.248416667,4.536583333
1795,Netherlands (Europe),47.9252,8.847333333,4.564833333
1795,Norway,31.019,-0.545,4.387666667
1795,Poland,45.11585,7.286583333,4.487083333
1795,Portugal,58.78655,14.88141667,3.093333333
1795,Romania,47.8277,8.793166667,3.927
1795,Saint Pierre And Miquelon,39.6389,4.243833333,3.321666667
1795,San Marino,56.4983,13.61016667,4.087666667
1795,Serbia,49.94465,9.96925,3.832916667
1795,Slovakia,45.38615,7.43675,4.265416667
1795,Slovenia,49.08965,9.49425,4.203916667
1795,Spain,56.6978,13.721,3.310666667
1795,Svalbard And Jan Mayen,18.90107273,-7.277181818,5.373272727
1795,Sweden,34.88165,1.600916667,4.563166667
1795,Switzerland,44.32295,6.846083333,4.382416667
1795,Tunisia,67.94345,19.96858333,2.9345
1795,Turkey,53.25275,11.80708333,3.347666667
1795,Ukraine,45.92105,7.733916667,4.054833333
1795,United Kingdom,46.80845,8.226916667,4.339666667
1795,United Kingdom (Europe),47.05685,8.364916667,4.4575
1795,Western Sahara,68.4572,20.254,2.74575
1796,Albania,54.9554,12.753,2.822583333
1796,Algeria,73.3784,22.988,2.481916667
1796,Andorra,52.0079,11.1155,3.066416667
1796,Austria,43.29455,6.27475,3.424416667
1796,Bangladesh,76.4267,24.6815,2.222
1796,Belarus,42.4931,5.8295,3.449583333
1796,Belgium,49.0286,9.460333333,3.543416667
1796,Bosnia And Herzegovina,51.0509,10.58383333,3.085583333
1796,Bulgaria,51.0989,10.6105,3.036416667
1796,Canada,33.42688571,0.792714286,3.175571429
1796,Croatia,52.6898,11.49433333,3.177583333
1796,Cyprus,65.9105,18.83916667,2.459083333
1796,Czech Republic,45.6833,7.601833333,3.438666667
1796,Denmark (Europe),46.4636,8.035333333,3.666583333
1796,Estonia,41.2757,5.153166667,3.364083333
1796,Europe,46.27265,7.92925,3.1085
1796,Faroe Islands,44.23805,6.798916667,3.343416667
1796,Finland,35.03735,1.687416667,3.666083333
1796,France,54.842,12.69,3.217833333
1796,France (Europe),50.55905,10.31058333,3.322083333
1796,Germany,46.72235,8.179083333,3.536666667
1796,Greece,58.8152,14.89733333,2.675583333
1796,Guernsey,51.5066,10.837,3.338083333
1796,Hungary,49.8179,9.898833333,3.291916667
1796,Iceland,34.7888,1.549333333,3.235083333
1796,India,74.61545,23.67525,2.294416667
1796,Ireland,48.92615,9.403416667,3.31075
1796,Isle Of Man,48.89255,9.38475,3.564166667
1796,Italy,55.0436,12.802,2.97475
1796,Jersey,51.5066,10.837,3.338083333
1796,Latvia,41.9453,5.525166667,3.405833333
1796,Libya,72.21125,22.33958333,2.499583333
1796,Liechtenstein,40.36325,4.64625,3.548916667
1796,Lithuania,42.758,5.976666667,3.41575
1796,Luxembourg,48.36605,9.09225,3.495833333
1796,Macedonia,50.9339,10.51883333,2.925833333
1796,Malta,65.45285,18.58491667,2.604333333
1796,Moldova,48.2183,9.010166667,3.382
1796,Monaco,48.14495,8.969416667,3.18575
1796,Montenegro,50.66525,10.36958333,2.947833333
1796,Morocco,63.64655,17.58141667,2.663583333
1796,Nepal,58.39025,14.66125,2.362083333
1796,Netherlands,49.1966,9.553666667,3.540833333
1796,Netherlands (Europe),48.49235,9.162416667,3.542666667
1796,North America,43.5848,6.436,2.713142857
1796,Norway,32.7575,0.420833333,3.598666667
1796,Poland,45.42815,7.460083333,3.4805
1796,Portugal,58.27985,14.59991667,2.855583333
1796,Romania,48.0008,8.889333333,3.22875
1796,Saint Pierre And Miquelon,39.368,4.093333333,3.14275
1796,San Marino,57.06065,13.92258333,3.163583333
1796,Serbia,50.2823,10.15683333,3.108333333
1796,Slovakia,45.7073,7.615166667,3.354833333
1796,Slovenia,49.6004,9.778,3.291916667
1796,Spain,56.3564,13.53133333,2.9195
1796,Sri Lanka,79.94945,26.63858333,2.468333333
1796,Svalbard And Jan Mayen,18.9593,-7.244833333,5.038083333
1796,Sweden,37.00445,2.78025,3.611166667
1796,Switzerland,44.5166,6.953666667,3.43075
1796,Tunisia,68.04845,20.02691667,2.634833333
1796,Turkey,53.00165,11.66758333,2.9745
1796,Ukraine,45.8597,7.699833333,3.466416667
1796,United Kingdom,47.34635,8.52575,3.464916667
1796,United Kingdom (Europe),47.64815,8.693416667,3.538416667
1796,United States,54.0158,12.231,2.974285714
1797,Albania,56.01605,13.34225,3.312
1797,Algeria,73.0313,22.79516667,2.729416667
1797,Andorra,52.03355,11.12975,3.51525
1797,Austria,45.29735,7.387416667,3.78375
1797,Bangladesh,78.20024,25.6668,2.1157
1797,Belarus,45.38315,7.435083333,3.844333333
1797,Belgium,49.6988,9.832666667,3.89125
1797,Bosnia And Herzegovina,52.58795,11.43775,3.56375
1797,Bulgaria,52.61345,11.45191667,3.445333333
1797,Canada,15.044,-9.42,2.866166667
1797,Croatia,54.3638,12.42433333,3.634
1797,Cyprus,66.39035,19.10575,2.714333333
1797,Czech Republic,48.0626,8.923666667,3.8485
1797,Denmark (Europe),47.7161,8.731166667,3.924083333
1797,Estonia,43.3679,6.3155,3.75875
1797,Europe,47.55065,8.63925,3.46525
1797,Faroe Islands,44.30345,6.83525,3.479916667
1797,Finland,36.26435,2.369083333,3.871583333
1797,France,55.14905,12.86058333,3.5355
1797,France (Europe),50.9246,10.51366667,3.71225
1797,Germany,48.2417,9.023166667,3.8525
1797,Greece,59.6549,15.36383333,3.098
1797,Guernsey,51.53345,10.85191667,3.65925
1797,Hungary,52.08725,11.15958333,3.725583333
1797,Iceland,34.6655,1.480833333,3.346166667
1797,India,76.71182,24.8399,2.1456
1797,Ireland,48.7913,9.3285,3.54275
1797,Isle Of Man,49.08065,9.48925,3.810583333
1797,Italy,55.76765,13.20425,3.508416667
1797,Jersey,51.53345,10.85191667,3.65925
1797,Latvia,44.48525,6.93625,3.837833333
1797,Libya,71.9132,22.174,2.736333333
1797,Liechtenstein,41.9876,5.548666667,3.788166667
1797,Lithuania,45.68525,7.602916667,3.896583333
1797,Luxembourg,49.20785,9.559916667,3.870583333
1797,Macedonia,52.15265,11.19591667,3.38375
1797,Malta,65.31335,18.50741667,2.996
1797,Moldova,50.3981,10.22116667,3.72975
1797,Monaco,48.62105,9.233916667,3.755166667
1797,Montenegro,51.99515,11.10841667,3.441666667
1797,Morocco,63.3584,17.42133333,2.865666667
1797,Nepal,60.89792,16.0544,2.2604
1797,Netherlands,49.88165,9.93425,3.88325
1797,Netherlands (Europe),49.19195,9.551083333,3.898416667
1797,North America,30.6074,-0.773666667,2.601333333
1797,Norway,33.70535,0.947416667,3.750916667
1797,Poland,48.25625,9.03125,4.008916667
1797,Portugal,57.91175,14.39541667,3.063416667
1797,Romania,50.06555,10.03641667,3.630916667
1797,Saint Pierre And Miquelon,39.3338,4.074333333,3.289833333
1797,San Marino,58.28345,14.60191667,3.664666667
1797,Serbia,51.9452,11.08066667,3.559583333
1797,Slovakia,48.3206,9.067,3.81625
1797,Slovenia,51.33755,10.74308333,3.715416667
1797,Spain,56.078,13.37666667,3.2075
1797,Sri Lanka,80.89106,27.1617,2.2766
1797,Svalbard And Jan Mayen,19.09985,-7.16675,5.052083333
1797,Sweden,38.339,3.521666667,3.852916667
1797,Switzerland,45.52685,7.514916667,3.81275
1797,Tunisia,67.71365,19.84091667,2.97825
1797,Turkey,53.82335,12.12408333,3.2225
1797,Ukraine,48.10445,8.946916667,3.7755
1797,United Kingdom,47.45975,8.58875,3.716416667
1797,United Kingdom (Europe),47.7668,8.759333333,3.80475
1797,United States,43.4423,6.356833333,3.021833333
1798,Albania,55.3028,12.946,2.695583333
1798,Algeria,73.7297,23.18316667,2.361333333
1798,Andorra,52.2413,11.24516667,3.003666667
1798,Austria,43.77155,6.53975,3.269083333
1798,Bahamas,77.7989,25.44383333,2.19525
1798,Bangladesh,76.24706,24.5817,2.1275
1798,Belarus,43.67,6.483333333,3.35275
1798,Belgium,49.37,9.65,3.357333333
1798,Bosnia And Herzegovina,51.4529,10.80716667,2.978833333
1798,Bulgaria,51.6386,10.91033333,2.927583333
1798,Croatia,53.12165,11.73425,3.087416667
1798,Cyprus,66.49595,19.16441667,2.383166667
1798,Czech Republic,46.35995,7.97775,3.30925
1798,Denmark (Europe),47.3267,8.514833333,3.539166667
1798,Estonia,42.2063,5.670166667,3.2615
1798,Europe,46.94615,8.303416667,2.957166667
1798,Faroe Islands,45.08045,7.266916667,3.088666667
1798,Finland,35.7872,2.104,3.484333333
1798,France,55.25015,12.91675,3.105416667
1798,France (Europe),50.9246,10.51366667,3.202583333
1798,Germany,47.29235,8.49575,3.388166667
1798,Greece,59.1938,15.10766667,2.546
1798,Guernsey,52.03055,11.12808333,3.143083333
1798,Hungary,50.37065,10.20591667,3.167083333
1798,Iceland,35.5679,1.982166667,3.060583333
1798,India,73.89194,23.2733,2.1705
1798,Ireland,49.6946,9.830333333,3.113666667
1798,Isle Of Man,49.751,9.861666667,3.347333333
1798,Italy,55.2716,12.92866667,2.894083333
1798,Jersey,52.03055,11.12808333,3.143083333
1798,Latvia,43.0388,6.132666667,3.327166667
1798,Libya,72.54695,22.52608333,2.368333333
1798,Liechtenstein,40.6496,4.805333333,3.387166667
1798,Lithuania,43.9997,6.6665,3.338333333
1798,Luxembourg,48.8174,9.343,3.373916667
1798,Macedonia,51.34295,10.74608333,2.800833333
1798,Malta,65.49905,18.61058333,2.355583333
1798,Moldova,49.0298,9.461,3.288583333
1798,Monaco,48.37715,9.098416667,3.248833333
1798,Montenegro,51.04865,10.58258333,2.829083333
1798,Morocco,64.07645,17.82025,2.58375
1798,Nepal,57.92648,14.4036,2.2737
1798,Netherlands,49.6463,9.8035,3.418166667
1798,Netherlands (Europe),48.9383,9.410166667,3.422
1798,Norway,33.74465,0.96925,3.4175
1798,Poland,46.33475,7.96375,3.352416667
1798,Portugal,58.66235,14.81241667,2.754666667
1798,Romania,48.6596,9.255333333,3.114833333
1798,Saint Pierre And Miquelon,40.00265,4.445916667,3.134166667
1798,San Marino,57.4376,14.132,3.125333333
1798,Serbia,50.7455,10.41416667,2.97975
1798,Slovakia,46.37675,7.987083333,3.236833333
1798,Slovenia,50.0486,10.027,3.209666667
1798,Spain,56.66705,13.70391667,2.815166667
1798,Sri Lanka,80.71196,27.0622,2.3104
1798,Svalbard And Jan Mayen,19.59875,-6.889583333,4.935666667
1798,Sweden,38.0264,3.348,3.417166667
1798,Switzerland,44.81645,7.12025,3.367
1798,Tunisia,68.1503,20.0835,2.415416667
1798,Turkey,53.64125,12.02291667,2.920833333
1798,Ukraine,46.76525,8.202916667,3.381333333
1798,United Kingdom,48.0755,8.930833333,3.246416667
1798,United Kingdom (Europe),48.38465,9.102583333,3.311833333
1799,Albania,54.0701,12.26116667,2.486583333
1799,Algeria,73.81505,23.23058333,2.253416667
1799,Andorra,50.9573,10.53183333,2.718166667
1799,Austria,40.697,4.831666667,2.8925
1799,Bahamas,77.43305,25.24058333,1.952666667
1799,Bangladesh,76.8896,24.93866667,1.901666667
1799,Belarus,39.8153,4.341833333,2.976
1799,Belgium,45.9314,7.739666667,2.951833333
1799,Bosnia And Herzegovina,49.3748,9.652666667,2.64625
1799,Bulgaria,49.9664,9.981333333,2.678
1799,Croatia,50.74055,10.41141667,2.7265
1799,Cyprus,66.1634,18.97966667,2.249833333
1799,Czech Republic,42.36455,5.758083333,2.85625
1799,Denmark (Europe),42.677,5.931666667,3.166416667
1799,Estonia,38.3183,3.510166667,2.843666667
1799,Europe,44.24885,6.804916667,2.597166667
1799,Faroe Islands,42.4175,5.7875,2.7545
1799,Finland,33.42065,0.78925,3.1615
1799,France,53.40035,11.88908333,2.797833333
1799,France (Europe),48.7229,9.2905,2.844416667
1799,Germany,43.36355,6.313083333,3.005833333
1799,Greece,58.4024,14.668,2.39775
1799,Guernsey,49.57565,9.76425,2.917583333
1799,Hungary,47.267,8.481666667,2.646416667
1799,Iceland,34.18475,1.21375,2.8655
1799,India,75.10895,23.94941667,1.916416667
1799,Ireland,47.15285,8.41825,2.890166667
1799,Isle Of Man,46.4087,8.004833333,3.17225
1799,Italy,53.6492,12.02733333,2.744333333
1799,Jersey,49.57565,9.76425,2.917583333
1799,Latvia,38.69375,3.71875,2.939833333
1799,Libya,72.94085,22.74491667,2.32525
1799,Liechtenstein,37.87655,3.26475,3.089583333
1799,Lithuania,39.3065,4.059166667,2.934
1799,Luxembourg,45.4643,7.480166667,2.937333333
1799,Macedonia,49.9613,9.9785,2.575833333
1799,Malta,65.678,18.71,2.371833333
1799,Moldova,46.4399,8.022166667,2.96825
1799,Monaco,46.55885,8.08825,2.88975
1799,Montenegro,49.39505,9.663916667,2.5685
1799,Morocco,63.7766,17.65366667,2.580583333
1799,Nepal,58.84505,14.91391667,2.068416667
1799,Netherlands,45.8417,7.689833333,3.0835
1799,Netherlands (Europe),45.0527,7.2515,3.08325
1799,Norway,30.9314,-0.593666667,3.104
1799,Poland,41.63345,5.351916667,2.799416667
1799,Portugal,57.9491,14.41616667,2.705833333
1799,Romania,46.15175,7.862083333,2.759833333
1799,Saint Pierre And Miquelon,39.53195,4.184416667,2.882
1799,San Marino,55.30115,12.94508333,2.948
1799,Serbia,48.6722,9.262333333,2.641583333
1799,Slovakia,42.6557,5.919833333,2.668583333
1799,Slovenia,47.4776,8.598666667,2.891833333
1799,Spain,55.7903,13.21683333,2.673916667
1799,Sri Lanka,80.49455,26.94141667,2.022083333
1799,Svalbard And Jan Mayen,19.26455,-7.07525,4.8405
1799,Sweden,34.4345,1.3525,3.077916667
1799,Switzerland,42.26765,5.70425,2.984333333
1799,Tunisia,68.4071,20.22616667,2.355
1799,Turkey,52.913,11.61833333,2.751666667
1799,Ukraine,44.09825,6.72125,3.063583333
1799,United Kingdom,44.98715,7.215083333,3.029
1799,United Kingdom (Europe),45.10025,7.277916667,3.0925
1799,Western Sahara,72.53645,22.52025,2.304125
1800,Albania,55.376,12.98666667,2.462166667
1800,Algeria,74.00405,23.33558333,2.071583333
1800,Andorra,52.9631,11.64616667,2.447416667
1800,Austria,43.8221,6.567833333,2.92575
1800,Bahamas,77.1242,25.069,2.074416667
1800,Bangladesh,76.76255,24.86808333,1.947333333
1800,Belarus,41.9759,5.542166667,2.982333333
1800,Belgium,48.97355,9.42975,2.891416667
1800,Bosnia And Herzegovina,51.4298,10.79433333,2.657583333
1800,Bulgaria,51.31325,10.72958333,2.747916667
1800,Croatia,53.087,11.715,2.715333333
1800,Cyprus,66.16145,18.97858333,2.215
1800,Czech Republic,45.9335,7.740833333,2.99825
1800,Denmark (Europe),45.06575,7.25875,3.12325
1800,Estonia,39.62195,4.234416667,2.911166667
1800,Europe,46.07885,7.821583333,2.572916667
1800,Faroe Islands,43.2212,6.234,2.79
1800,Finland,33.5642,0.869,3.232833333
1800,France,55.3931,12.99616667,2.676333333
1800,France (Europe),51.19145,10.66191667,2.66025
1800,Germany,46.592,8.106666667,2.942
1800,Greece,59.2043,15.1135,2.367583333
1800,Guernsey,51.8573,11.03183333,2.594416667
1800,Hungary,49.87355,9.92975,2.860833333
1800,Iceland,34.2113,1.2285,2.899416667
1800,India,75.04145,23.91191667,1.961166667
1800,Ireland,48.68615,9.270083333,2.605
1800,Isle Of Man,48.30875,9.060416667,2.764166667
1800,Italy,55.69685,13.16491667,2.4365
1800,Jersey,51.8573,11.03183333,2.594416667
1800,Latvia,40.55825,4.754583333,2.964833333
1800,Libya,72.52955,22.51641667,2.21925
1800,Liechtenstein,41.03405,5.018916667,3.002166667
1800,Lithuania,41.75915,5.42175,2.956916667
1800,Luxembourg,48.57725,9.209583333,2.905083333
1800,Macedonia,51.28685,10.71491667,2.60625
1800,Malta,66.17255,18.98475,2.075333333
1800,Moldova,48.1793,8.9885,3.0665
1800,Monaco,48.96965,9.427583333,2.706416667
1800,Montenegro,51.03545,10.57525,2.578166667
1800,Morocco,64.5287,18.0715,2.32375
1800,Nepal,58.7021,14.8345,2.114083333
1800,Netherlands,48.69215,9.273416667,2.958166667
1800,Netherlands (Europe),47.97245,8.873583333,2.952583333
1800,Norway,31.4453,-0.308166667,3.185166667
1800,Poland,44.95655,7.198083333,3.0285
1800,Portugal,59.32565,15.18091667,2.43825
1800,Romania,48.0416,8.912,2.888833333
1800,Saint Pierre And Miquelon,40.0736,4.485333333,2.92975
1800,San Marino,57.665,14.25833333,2.6075
1800,Serbia,50.52605,10.29225,2.742583333
1800,Slovakia,45.692,7.606666667,2.92175
1800,Slovenia,50.1026,10.057,2.792666667
1800,Spain,57.41015,14.11675,2.34425
1800,Sri Lanka,80.52545,26.95858333,2.0035
1800,Svalbard And Jan Mayen,18.65285,-7.415083333,4.847666667
1800,Sweden,35.3711,1.872833333,3.183166667
1800,Switzerland,45.16535,7.314083333,2.882166667
1800,Tunisia,68.8421,20.46783333,2.06625
1800,Turkey,53.2409,11.8005,2.7565
1800,Ukraine,45.72185,7.62325,3.123083333
1800,United Kingdom,46.86305,8.25725,2.736416667
1800,United Kingdom (Europe),47.1203,8.400166667,2.775
1800,Western Sahara,72.5276,22.51533333,2.27025
1801,Albania,56.1953,13.44183333,2.278833333
1801,Algeria,73.9736,23.31866667,1.999666667
1801,Andorra,52.7609,11.53383333,2.102833333
1801,Austria,44.72705,7.070583333,2.431583333
1801,Bahamas,77.6918,25.38433333,1.811583333
1801,Bangladesh,76.10756,24.5042,1.7483
1801,Belarus,44.28575,6.825416667,2.809666667
1801,Belgium,49.57595,9.764416667,2.304333333
1801,Bosnia And Herzegovina,52.30085,11.27825,2.41525
1801,Bulgaria,52.5329,11.40716667,2.591
1801,Croatia,53.9387,12.18816667,2.42325
1801,Cyprus,66.8795,19.3775,2.125833333
1801,Czech Republic,47.40005,8.555583333,2.409416667
1801,Denmark (Europe),46.8074,8.226333333,2.772416667
1801,Estonia,41.546,5.303333333,2.650166667
1801,Europe,47.03075,8.350416667,2.222583333
1801,Faroe Islands,43.7894,6.549666667,2.42025
1801,Finland,34.2425,1.245833333,2.977833333
1801,France,55.59635,13.10908333,2.303416667
1801,France (Europe),51.326,10.73666667,2.21175
1801,Germany,47.8592,8.810666667,2.402666667
1801,Greece,60.01835,15.56575,2.211333333
1801,Guernsey,52.10645,11.17025,2.264083333
1801,Hungary,51.2252,10.68066667,2.53425
1801,Iceland,34.592,1.44,2.68175
1801,India,73.71518,23.1751,1.7484
1801,Ireland,49.3091,9.616166667,2.296666667
1801,Isle Of Man,49.14575,9.525416667,2.396583333
1801,Italy,56.0411,13.35616667,2.176166667
1801,Jersey,52.10645,11.17025,2.264083333
1801,Latvia,42.7877,5.993166667,2.622083333
1801,Libya,72.8261,22.68116667,2.1205
1801,Liechtenstein,41.56535,5.314083333,2.423333333
1801,Lithuania,44.2229,6.7905,2.570083333
1801,Luxembourg,49.1822,9.545666667,2.28175
1801,Macedonia,52.2401,11.2445,2.4285
